city,trip_id,train_id,line,station_name,station_sequence,scheduled_arrival,actual_arrival,scheduled_departure,actual_departure,delay_arrival_min,delay_departure_min,passenger_density,weather,delay_reason
Delhi,TP-000283,TRN-DEL-YEL-03,Yellow Line,Central Secretariat,2,2026-03-07 14:34:00,2026-03-07 14:34:00,2026-03-07 14:35:00,2026-03-07 14:35:00,0.0,0.0,Medium,Rainy,None
Delhi,TP-000283,TRN-DEL-YEL-03,Yellow Line,Adarsh Nagar,3,2026-03-07 14:38:00,2026-03-07 14:39:27,2026-03-07 14:39:00,2026-03-07 14:40:27,1.47,1.47,Medium,Rainy,Weather
Delhi,TP-000284,TRN-DEL-YEL-04,Yellow Line,Adarsh Nagar,1,2026-03-07 18:00:00,2026-03-07 18:00:18,2026-03-07 18:01:00,2026-03-07 18:02:00,0.3,1.01,High,Rainy,Overcrowding
Delhi,TP-000284,TRN-DEL-YEL-04,Yellow Line,Central Secretariat,2,2026-03-07 18:04:00,2026-03-07 18:04:00,2026-03-07 18:05:00,2026-03-07 18:05:00,0.0,0.0,High,Rainy,None
Delhi,TP-000284,TRN-DEL-YEL-04,Yellow Line,AIIMS,3,2026-03-07 18:08:00,2026-03-07 18:08:00,2026-03-07 18:09:00,2026-03-07 18:09:00,0.0,0.0,High,Rainy,None
Delhi,TP-000285,TRN-DEL-BLU-01,Blue Line,Dwarka Sector 21,1,2026-03-07 07:30:00,2026-03-07 07:30:00,2026-03-07 07:31:00,2026-03-07 07:31:00,0.0,0.0,Low,Rainy,None
Delhi,TP-000285,TRN-DEL-BLU-01,Blue Line,Akshardham,2,2026-03-07 07:34:00,2026-03-07 07:34:00,2026-03-07 07:35:00,2026-03-07 07:35:00,0.0,0.0,Low,Rainy,None
Delhi,TP-000286,TRN-DEL-BLU-02,Blue Line,Akshardham,1,2026-03-07 11:00:00,2026-03-07 11:00:00,2026-03-07 11:01:00,2026-03-07 11:01:00,0.0,0.0,Medium,Rainy,None
Delhi,TP-000286,TRN-DEL-BLU-02,Blue Line,Dwarka Sector 21,2,2026-03-07 11:04:00,2026-03-07 11:04:00,2026-03-07 11:05:00,2026-03-07 11:05:00,0.0,0.0,Medium,Rainy,None
Delhi,TP-000287,TRN-DEL-BLU-03,Blue Line,Dwarka Sector 21,1,2026-03-07 14:30:00,2026-03-07 14:30:00,2026-03-07 14:31:00,2026-03-07 14:31:00,0.0,0.0,Medium,Rainy,None
Delhi,TP-000287,TRN-DEL-BLU-03,Blue Line,Akshardham,2,2026-03-07 14:34:00,2026-03-07 14:34:00,2026-03-07 14:35:00,2026-03-07 14:35:00,0.0,0.0,Medium,Rainy,None
Delhi,TP-000288,TRN-DEL-BLU-04,Blue Line,Akshardham,1,2026-03-07 18:00:00,2026-03-07 18:00:28,2026-03-07 18:01:00,2026-03-07 18:02:27,0.48,1.45,High,Rainy,Overcrowding
Delhi,TP-000288,TRN-DEL-BLU-04,Blue Line,Dwarka Sector 21,2,2026-03-07 18:04:00,2026-03-07 18:07:12,2026-03-07 18:05:00,2026-03-07 18:09:37,3.22,4.63,High,Rainy,Weather
Delhi,TP-000289,TRN-DEL-YEL-01,Yellow Line,AIIMS,1,2026-03-08 07:30:00,2026-03-08 07:30:00,2026-03-08 07:31:00,2026-03-08 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000289,TRN-DEL-YEL-01,Yellow Line,Central Secretariat,2,2026-03-08 07:34:00,2026-03-08 07:34:00,2026-03-08 07:35:00,2026-03-08 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000289,TRN-DEL-YEL-01,Yellow Line,Adarsh Nagar,3,2026-03-08 07:38:00,2026-03-08 07:38:00,2026-03-08 07:39:00,2026-03-08 07:39:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000290,TRN-DEL-YEL-02,Yellow Line,Adarsh Nagar,1,2026-03-08 11:00:00,2026-03-08 11:00:00,2026-03-08 11:01:00,2026-03-08 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000290,TRN-DEL-YEL-02,Yellow Line,Central Secretariat,2,2026-03-08 11:04:00,2026-03-08 11:04:00,2026-03-08 11:05:00,2026-03-08 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000290,TRN-DEL-YEL-02,Yellow Line,AIIMS,3,2026-03-08 11:08:00,2026-03-08 11:08:00,2026-03-08 11:09:00,2026-03-08 11:09:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000291,TRN-DEL-YEL-03,Yellow Line,AIIMS,1,2026-03-08 14:30:00,2026-03-08 14:30:00,2026-03-08 14:31:00,2026-03-08 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000291,TRN-DEL-YEL-03,Yellow Line,Central Secretariat,2,2026-03-08 14:34:00,2026-03-08 14:34:00,2026-03-08 14:35:00,2026-03-08 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000291,TRN-DEL-YEL-03,Yellow Line,Adarsh Nagar,3,2026-03-08 14:38:00,2026-03-08 14:38:00,2026-03-08 14:39:00,2026-03-08 14:39:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000292,TRN-DEL-YEL-04,Yellow Line,Adarsh Nagar,1,2026-03-08 18:00:00,2026-03-08 18:00:00,2026-03-08 18:01:00,2026-03-08 18:01:00,0.0,0.0,High,Sunny,None
Delhi,TP-000292,TRN-DEL-YEL-04,Yellow Line,Central Secretariat,2,2026-03-08 18:04:00,2026-03-08 18:04:00,2026-03-08 18:05:00,2026-03-08 18:05:00,0.0,0.0,High,Sunny,None
Delhi,TP-000292,TRN-DEL-YEL-04,Yellow Line,AIIMS,3,2026-03-08 18:08:00,2026-03-08 18:08:00,2026-03-08 18:09:00,2026-03-08 18:09:00,0.0,0.0,High,Sunny,None
Delhi,TP-000293,TRN-DEL-BLU-01,Blue Line,Dwarka Sector 21,1,2026-03-08 07:30:00,2026-03-08 07:30:00,2026-03-08 07:31:00,2026-03-08 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000293,TRN-DEL-BLU-01,Blue Line,Akshardham,2,2026-03-08 07:34:00,2026-03-08 07:34:00,2026-03-08 07:35:00,2026-03-08 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000294,TRN-DEL-BLU-02,Blue Line,Akshardham,1,2026-03-08 11:00:00,2026-03-08 11:00:00,2026-03-08 11:01:00,2026-03-08 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000294,TRN-DEL-BLU-02,Blue Line,Dwarka Sector 21,2,2026-03-08 11:04:00,2026-03-08 11:04:00,2026-03-08 11:05:00,2026-03-08 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000295,TRN-DEL-BLU-03,Blue Line,Dwarka Sector 21,1,2026-03-08 14:30:00,2026-03-08 14:30:00,2026-03-08 14:31:00,2026-03-08 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000295,TRN-DEL-BLU-03,Blue Line,Akshardham,2,2026-03-08 14:34:00,2026-03-08 14:34:00,2026-03-08 14:35:00,2026-03-08 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000296,TRN-DEL-BLU-04,Blue Line,Akshardham,1,2026-03-08 18:00:00,2026-03-08 18:00:00,2026-03-08 18:01:00,2026-03-08 18:01:00,0.0,0.0,High,Sunny,None
Delhi,TP-000296,TRN-DEL-BLU-04,Blue Line,Dwarka Sector 21,2,2026-03-08 18:04:00,2026-03-08 18:04:00,2026-03-08 18:05:00,2026-03-08 18:05:00,0.0,0.0,High,Sunny,None
Delhi,TP-000297,TRN-DEL-YEL-01,Yellow Line,AIIMS,1,2026-03-09 07:30:00,2026-03-09 07:30:00,2026-03-09 07:31:00,2026-03-09 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000297,TRN-DEL-YEL-01,Yellow Line,Central Secretariat,2,2026-03-09 07:34:00,2026-03-09 07:34:00,2026-03-09 07:35:00,2026-03-09 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000297,TRN-DEL-YEL-01,Yellow Line,Adarsh Nagar,3,2026-03-09 07:38:00,2026-03-09 07:38:00,2026-03-09 07:39:00,2026-03-09 07:39:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000298,TRN-DEL-YEL-02,Yellow Line,Adarsh Nagar,1,2026-03-09 11:00:00,2026-03-09 11:00:00,2026-03-09 11:01:00,2026-03-09 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000298,TRN-DEL-YEL-02,Yellow Line,Central Secretariat,2,2026-03-09 11:04:00,2026-03-09 11:04:00,2026-03-09 11:05:00,2026-03-09 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000298,TRN-DEL-YEL-02,Yellow Line,AIIMS,3,2026-03-09 11:08:00,2026-03-09 11:08:00,2026-03-09 11:09:00,2026-03-09 11:09:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000299,TRN-DEL-YEL-03,Yellow Line,AIIMS,1,2026-03-09 14:30:00,2026-03-09 14:30:00,2026-03-09 14:31:00,2026-03-09 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000299,TRN-DEL-YEL-03,Yellow Line,Central Secretariat,2,2026-03-09 14:34:00,2026-03-09 14:34:00,2026-03-09 14:35:00,2026-03-09 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000299,TRN-DEL-YEL-03,Yellow Line,Adarsh Nagar,3,2026-03-09 14:38:00,2026-03-09 14:38:00,2026-03-09 14:39:00,2026-03-09 14:39:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000300,TRN-DEL-YEL-04,Yellow Line,Adarsh Nagar,1,2026-03-09 18:00:00,2026-03-09 18:00:00,2026-03-09 18:01:00,2026-03-09 18:01:00,0.0,0.0,High,Sunny,None
Delhi,TP-000300,TRN-DEL-YEL-04,Yellow Line,Central Secretariat,2,2026-03-09 18:04:00,2026-03-09 18:04:00,2026-03-09 18:05:00,2026-03-09 18:05:00,0.0,0.0,High,Sunny,None
Delhi,TP-000300,TRN-DEL-YEL-04,Yellow Line,AIIMS,3,2026-03-09 18:08:00,2026-03-09 18:08:00,2026-03-09 18:09:00,2026-03-09 18:09:00,0.0,0.0,High,Sunny,None
Delhi,TP-000301,TRN-DEL-BLU-01,Blue Line,Dwarka Sector 21,1,2026-03-09 07:30:00,2026-03-09 07:30:00,2026-03-09 07:31:00,2026-03-09 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000301,TRN-DEL-BLU-01,Blue Line,Akshardham,2,2026-03-09 07:34:00,2026-03-09 07:34:00,2026-03-09 07:35:00,2026-03-09 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000302,TRN-DEL-BLU-02,Blue Line,Akshardham,1,2026-03-09 11:00:00,2026-03-09 11:00:00,2026-03-09 11:01:00,2026-03-09 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000302,TRN-DEL-BLU-02,Blue Line,Dwarka Sector 21,2,2026-03-09 11:04:00,2026-03-09 11:04:00,2026-03-09 11:05:00,2026-03-09 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000303,TRN-DEL-BLU-03,Blue Line,Dwarka Sector 21,1,2026-03-09 14:30:00,2026-03-09 14:30:00,2026-03-09 14:31:00,2026-03-09 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000303,TRN-DEL-BLU-03,Blue Line,Akshardham,2,2026-03-09 14:34:00,2026-03-09 14:34:00,2026-03-09 14:35:00,2026-03-09 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000304,TRN-DEL-BLU-04,Blue Line,Akshardham,1,2026-03-09 18:00:00,2026-03-09 18:01:17,2026-03-09 18:01:00,2026-03-09 18:03:59,1.3,2.99,High,Sunny,Overcrowding
Delhi,TP-000304,TRN-DEL-BLU-04,Blue Line,Dwarka Sector 21,2,2026-03-09 18:04:00,2026-03-09 18:05:05,2026-03-09 18:05:00,2026-03-09 18:06:05,1.09,1.09,High,Sunny,None
Delhi,TP-000305,TRN-DEL-YEL-01,Yellow Line,AIIMS,1,2026-03-10 07:30:00,2026-03-10 07:30:00,2026-03-10 07:31:00,2026-03-10 07:31:00,0.0,0.0,Low,Overcast,None
Delhi,TP-000305,TRN-DEL-YEL-01,Yellow Line,Central Secretariat,2,2026-03-10 07:34:00,2026-03-10 07:34:00,2026-03-10 07:35:00,2026-03-10 07:35:00,0.0,0.0,Low,Overcast,None
Delhi,TP-000305,TRN-DEL-YEL-01,Yellow Line,Adarsh Nagar,3,2026-03-10 07:38:00,2026-03-10 07:38:00,2026-03-10 07:39:00,2026-03-10 07:39:00,0.0,0.0,Low,Overcast,None
Delhi,TP-000306,TRN-DEL-YEL-02,Yellow Line,Adarsh Nagar,1,2026-03-10 11:00:00,2026-03-10 11:00:00,2026-03-10 11:01:00,2026-03-10 11:01:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000306,TRN-DEL-YEL-02,Yellow Line,Central Secretariat,2,2026-03-10 11:04:00,2026-03-10 11:04:00,2026-03-10 11:05:00,2026-03-10 11:05:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000306,TRN-DEL-YEL-02,Yellow Line,AIIMS,3,2026-03-10 11:08:00,2026-03-10 11:08:00,2026-03-10 11:09:00,2026-03-10 11:09:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000307,TRN-DEL-YEL-03,Yellow Line,AIIMS,1,2026-03-10 14:30:00,2026-03-10 14:30:00,2026-03-10 14:31:00,2026-03-10 14:31:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000307,TRN-DEL-YEL-03,Yellow Line,Central Secretariat,2,2026-03-10 14:34:00,2026-03-10 14:34:00,2026-03-10 14:35:00,2026-03-10 14:35:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000307,TRN-DEL-YEL-03,Yellow Line,Adarsh Nagar,3,2026-03-10 14:38:00,2026-03-10 14:38:00,2026-03-10 14:39:00,2026-03-10 14:39:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000308,TRN-DEL-YEL-04,Yellow Line,Adarsh Nagar,1,2026-03-10 18:00:00,2026-03-10 18:00:00,2026-03-10 18:01:00,2026-03-10 18:01:00,0.0,0.0,High,Overcast,None
Delhi,TP-000308,TRN-DEL-YEL-04,Yellow Line,Central Secretariat,2,2026-03-10 18:04:00,2026-03-10 18:04:00,2026-03-10 18:05:00,2026-03-10 18:05:00,0.0,0.0,High,Overcast,None
Delhi,TP-000308,TRN-DEL-YEL-04,Yellow Line,AIIMS,3,2026-03-10 18:08:00,2026-03-10 18:08:00,2026-03-10 18:09:00,2026-03-10 18:09:00,0.0,0.0,High,Overcast,None
Delhi,TP-000309,TRN-DEL-BLU-01,Blue Line,Dwarka Sector 21,1,2026-03-10 07:30:00,2026-03-10 07:30:00,2026-03-10 07:31:00,2026-03-10 07:31:00,0.0,0.0,Low,Overcast,None
Delhi,TP-000309,TRN-DEL-BLU-01,Blue Line,Akshardham,2,2026-03-10 07:34:00,2026-03-10 07:34:00,2026-03-10 07:35:00,2026-03-10 07:35:00,0.0,0.0,Low,Overcast,None
Delhi,TP-000310,TRN-DEL-BLU-02,Blue Line,Akshardham,1,2026-03-10 11:00:00,2026-03-10 11:00:00,2026-03-10 11:01:00,2026-03-10 11:01:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000310,TRN-DEL-BLU-02,Blue Line,Dwarka Sector 21,2,2026-03-10 11:04:00,2026-03-10 11:04:00,2026-03-10 11:05:00,2026-03-10 11:05:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000311,TRN-DEL-BLU-03,Blue Line,Dwarka Sector 21,1,2026-03-10 14:30:00,2026-03-10 14:30:00,2026-03-10 14:31:00,2026-03-10 14:31:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000311,TRN-DEL-BLU-03,Blue Line,Akshardham,2,2026-03-10 14:34:00,2026-03-10 14:34:00,2026-03-10 14:35:00,2026-03-10 14:35:00,0.0,0.0,Medium,Overcast,None
Delhi,TP-000312,TRN-DEL-BLU-04,Blue Line,Akshardham,1,2026-03-10 18:00:00,2026-03-10 18:00:00,2026-03-10 18:01:00,2026-03-10 18:01:00,0.0,0.0,High,Overcast,None
Delhi,TP-000312,TRN-DEL-BLU-04,Blue Line,Dwarka Sector 21,2,2026-03-10 18:04:00,2026-03-10 18:04:00,2026-03-10 18:05:00,2026-03-10 18:05:00,0.0,0.0,High,Overcast,None
Delhi,TP-000313,TRN-DEL-YEL-01,Yellow Line,AIIMS,1,2026-03-11 07:30:00,2026-03-11 07:30:00,2026-03-11 07:31:00,2026-03-11 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000313,TRN-DEL-YEL-01,Yellow Line,Central Secretariat,2,2026-03-11 07:34:00,2026-03-11 07:34:00,2026-03-11 07:35:00,2026-03-11 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000313,TRN-DEL-YEL-01,Yellow Line,Adarsh Nagar,3,2026-03-11 07:38:00,2026-03-11 07:38:00,2026-03-11 07:39:00,2026-03-11 07:39:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000314,TRN-DEL-YEL-02,Yellow Line,Adarsh Nagar,1,2026-03-11 11:00:00,2026-03-11 11:00:00,2026-03-11 11:01:00,2026-03-11 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000314,TRN-DEL-YEL-02,Yellow Line,Central Secretariat,2,2026-03-11 11:04:00,2026-03-11 11:04:00,2026-03-11 11:05:00,2026-03-11 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000314,TRN-DEL-YEL-02,Yellow Line,AIIMS,3,2026-03-11 11:08:00,2026-03-11 11:08:00,2026-03-11 11:09:00,2026-03-11 11:09:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000315,TRN-DEL-YEL-03,Yellow Line,AIIMS,1,2026-03-11 14:30:00,2026-03-11 14:30:00,2026-03-11 14:31:00,2026-03-11 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000315,TRN-DEL-YEL-03,Yellow Line,Central Secretariat,2,2026-03-11 14:34:00,2026-03-11 14:34:00,2026-03-11 14:35:00,2026-03-11 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000315,TRN-DEL-YEL-03,Yellow Line,Adarsh Nagar,3,2026-03-11 14:38:00,2026-03-11 14:38:00,2026-03-11 14:39:00,2026-03-11 14:39:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000316,TRN-DEL-YEL-04,Yellow Line,Adarsh Nagar,1,2026-03-11 18:00:00,2026-03-11 18:01:08,2026-03-11 18:01:00,2026-03-11 18:03:45,1.14,2.75,High,Sunny,Overcrowding
Delhi,TP-000316,TRN-DEL-YEL-04,Yellow Line,Central Secretariat,2,2026-03-11 18:04:00,2026-03-11 18:04:50,2026-03-11 18:05:00,2026-03-11 18:05:50,0.84,0.84,High,Sunny,None
Delhi,TP-000316,TRN-DEL-YEL-04,Yellow Line,AIIMS,3,2026-03-11 18:08:00,2026-03-11 18:08:31,2026-03-11 18:09:00,2026-03-11 18:09:31,0.52,0.52,High,Sunny,None
Delhi,TP-000317,TRN-DEL-BLU-01,Blue Line,Dwarka Sector 21,1,2026-03-11 07:30:00,2026-03-11 07:30:00,2026-03-11 07:31:00,2026-03-11 07:31:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000317,TRN-DEL-BLU-01,Blue Line,Akshardham,2,2026-03-11 07:34:00,2026-03-11 07:34:00,2026-03-11 07:35:00,2026-03-11 07:35:00,0.0,0.0,Low,Sunny,None
Delhi,TP-000318,TRN-DEL-BLU-02,Blue Line,Akshardham,1,2026-03-11 11:00:00,2026-03-11 11:00:00,2026-03-11 11:01:00,2026-03-11 11:01:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000318,TRN-DEL-BLU-02,Blue Line,Dwarka Sector 21,2,2026-03-11 11:04:00,2026-03-11 11:04:00,2026-03-11 11:05:00,2026-03-11 11:05:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000319,TRN-DEL-BLU-03,Blue Line,Dwarka Sector 21,1,2026-03-11 14:30:00,2026-03-11 14:30:00,2026-03-11 14:31:00,2026-03-11 14:31:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000319,TRN-DEL-BLU-03,Blue Line,Akshardham,2,2026-03-11 14:34:00,2026-03-11 14:34:00,2026-03-11 14:35:00,2026-03-11 14:35:00,0.0,0.0,Medium,Sunny,None
Delhi,TP-000320,TRN-DEL-BLU-04,Blue Line,Akshardham,1,2026-03-11 18:00:00,2026-03-11 18:00:00,2026-03-11 18:01:00,2026-03-11 18:01:00,0.0,0.0,High,Sunny,None
Delhi,TP-000320,TRN-DEL-BLU-04,Blue Line,Dwarka Sector 21,2,2026-03-11 18:04:00,2026-03-11 18:05:19,2026-03-11 18:05:00,2026-03-11 18:07:51,1.32,2.86,High,Sunny,Overcrowding
Kolkata,TP-000321,TRN-KOL-GRE-01,Green Line,Esplanade,1,2023-03-02 07:30:00,2023-03-02 07:30:00,2023-03-02 07:31:00,2023-03-02 07:31:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000321,TRN-KOL-GRE-01,Green Line,Salt Lake Sector V,2,2023-03-02 07:34:00,2023-03-02 07:34:00,2023-03-02 07:35:00,2023-03-02 07:35:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000321,TRN-KOL-GRE-01,Green Line,Howrah,3,2023-03-02 07:38:00,2023-03-02 07:38:00,2023-03-02 07:39:00,2023-03-02 07:39:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000322,TRN-KOL-GRE-02,Green Line,Howrah,1,2023-03-02 11:00:00,2023-03-02 11:00:00,2023-03-02 11:01:00,2023-03-02 11:01:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000322,TRN-KOL-GRE-02,Green Line,Salt Lake Sector V,2,2023-03-02 11:04:00,2023-03-02 11:04:00,2023-03-02 11:05:00,2023-03-02 11:05:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000322,TRN-KOL-GRE-02,Green Line,Esplanade,3,2023-03-02 11:08:00,2023-03-02 11:08:00,2023-03-02 11:09:00,2023-03-02 11:09:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000323,TRN-KOL-GRE-03,Green Line,Esplanade,1,2023-03-02 14:30:00,2023-03-02 14:30:00,2023-03-02 14:31:00,2023-03-02 14:31:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000323,TRN-KOL-GRE-03,Green Line,Salt Lake Sector V,2,2023-03-02 14:34:00,2023-03-02 14:34:00,2023-03-02 14:35:00,2023-03-02 14:35:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000323,TRN-KOL-GRE-03,Green Line,Howrah,3,2023-03-02 14:38:00,2023-03-02 14:38:00,2023-03-02 14:39:00,2023-03-02 14:39:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000324,TRN-KOL-GRE-04,Green Line,Howrah,1,2023-03-02 18:00:00,2023-03-02 18:00:00,2023-03-02 18:01:00,2023-03-02 18:01:00,0.0,0.0,High,Sunny,None
Kolkata,TP-000324,TRN-KOL-GRE-04,Green Line,Salt Lake Sector V,2,2023-03-02 18:04:00,2023-03-02 18:22:41,2023-03-02 18:05:00,2023-03-02 18:42:49,18.7,37.82,High,Sunny,Emergency Brake
Kolkata,TP-000324,TRN-KOL-GRE-04,Green Line,Esplanade,3,2023-03-02 18:08:00,2023-03-02 18:27:39,2023-03-02 18:09:00,2023-03-02 18:29:57,19.66,20.95,High,Sunny,Overcrowding
Kolkata,TP-000325,TRN-KOL-BLU-01,Blue Line,Park Street,1,2023-03-02 07:30:00,2023-03-02 07:30:00,2023-03-02 07:31:00,2023-03-02 07:31:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000325,TRN-KOL-BLU-01,Blue Line,Dum Dum,2,2023-03-02 07:34:00,2023-03-02 07:34:00,2023-03-02 07:35:00,2023-03-02 07:35:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000325,TRN-KOL-BLU-01,Blue Line,Dakshineswar,3,2023-03-02 07:38:00,2023-03-02 07:38:00,2023-03-02 07:39:00,2023-03-02 07:39:00,0.0,0.0,Low,Sunny,None
Kolkata,TP-000326,TRN-KOL-BLU-02,Blue Line,Dakshineswar,1,2023-03-02 11:00:00,2023-03-02 11:00:00,2023-03-02 11:01:00,2023-03-02 11:01:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000326,TRN-KOL-BLU-02,Blue Line,Dum Dum,2,2023-03-02 11:04:00,2023-03-02 11:04:00,2023-03-02 11:05:00,2023-03-02 11:05:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000326,TRN-KOL-BLU-02,Blue Line,Park Street,3,2023-03-02 11:08:00,2023-03-02 11:08:00,2023-03-02 11:09:00,2023-03-02 11:09:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000327,TRN-KOL-BLU-03,Blue Line,Park Street,1,2023-03-02 14:30:00,2023-03-02 14:30:00,2023-03-02 14:31:00,2023-03-02 14:31:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000327,TRN-KOL-BLU-03,Blue Line,Dum Dum,2,2023-03-02 14:34:00,2023-03-02 14:34:00,2023-03-02 14:35:00,2023-03-02 14:35:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000327,TRN-KOL-BLU-03,Blue Line,Dakshineswar,3,2023-03-02 14:38:00,2023-03-02 14:38:00,2023-03-02 14:39:00,2023-03-02 14:39:00,0.0,0.0,Medium,Sunny,None
Kolkata,TP-000328,TRN-KOL-BLU-04,Blue Line,Dakshineswar,1,2023-03-02 18:00:00,2023-03-02 18:01:28,2023-03-02 18:01:00,2023-03-02 18:04:12,1.47,3.21,High,Sunny,Overcrowding
Kolkata,TP-000328,TRN-KOL-BLU-04,Blue Line,Dum Dum,2,2023-03-02 18:04:00,2023-03-02 18:05:07,2023-03-02 18:05:00,2023-03-02 18:06:07,1.13,1.13,High,Sunny,None
Kolkata,TP-000328,TRN-KOL-BLU-04,Blue Line,Park Street,3,2023-03-02 18:08:00,2023-03-02 18:08:55,2023-03-02 18:09:00,2023-03-02 18:09:55,0.92,0.92,High,Sunny,None
Kolkata,TP-000329,TRN-KOL-GRE-01,Green Line,Esplanade,1,2023-03-03 07:30:00,2023-03-03 07:30:20,2023-03-03 07:31:00,2023-03-03 07:31:20,0.34,0.34,Low,Rainy,Weather
Kolkata,TP-000329,TRN-KOL-GRE-01,Green Line,Salt Lake Sector V,2,2023-03-03 07:34:00,2023-03-03 07:43:59,2023-03-03 07:35:00,2023-03-03 07:55:04,10.0,20.08,Low,Rainy,Signal Failure
Kolkata,TP-000329,TRN-KOL-GRE-01,Green Line,Howrah,3,2023-03-03 07:38:00,2023-03-03 07:47:40,2023-03-03 07:39:00,2023-03-03 07:48:40,9.68,9.68,Low,Rainy,None
Kolkata,TP-000330,TRN-KOL-GRE-02,Green Line,Howrah,1,2023-03-03 11:00:00,2023-03-03 11:00:00,2023-03-03 11:01:00,2023-03-03 11:01:00,0.0,0.0,Medium,Rainy,None
Kolkata,TP-000330,TRN-KOL-GRE-02,Green Line,Salt Lake Sector V,2,2023-03-03 11:04:00,2023-03-03 11:04:00,2023-03-03 11:05:00,2023-03-03 11:05:00,0.0,0.0,Medium,Rainy,None
Kolkata,TP-000330,TRN-KOL-GRE-02,Green Line,Esplanade,3,2023-03-03 11:08:00,2023-03-03 11:08:00,2023-03-03 11:09:00,2023-03-03 11:09:00,0.0,0.0,Medium,Rainy,None
Kolkata,TP-000331,TRN-KOL-GRE-03,Green Line,Esplanade,1,2023-03-03 14:30:00,2023-03-03 14:30:00,2023-03-03 14:31:00,2023-03-03 14:31:00,0.0,0.0,Medium,Rainy,None
